LineId,Label,Timestamp,Date,User,Time,Location,Component,PID,Content,EventId,EventTemplate
1131,-,1131567017,10/15/2008,tbird-admin1,12:10:17,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_D6] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
1132,-,1131567018,10/16/2008,cn413,12:10:18,cn413/cn413,ntpd,13159,"synchronized to 10.100.16.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
1133,-,1131567018,10/17/2008,cn721,12:10:18,cn721/cn721,ntpd,27474,"synchronized to 10.100.18.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
1134,-,1131567018,10/18/2008,cn912,12:10:18,cn912/cn912,ntpd,28300,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
1135,-,1131567019,10/19/2008,tbird-admin1,12:10:19,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_A7] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
1136,-,1131567020,10/20/2008,cn975,12:10:20,cn975/cn975,ntpd,18975,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
1137,-,1131567020,10/21/2008,tbird-sm1,12:10:20,src@tbird-sm1,ib_sm.x,24904,[ib_sm_sweep.c:1455]: No topology change,E6,[ib_sm_sweep.c:1455]: No topology change
1138,-,1131567020,10/22/2008,tbird-sm1,12:10:20,src@tbird-sm1,ib_sm.x,24904,[ib_sm_sweep.c:1482]: No configuration change required,E7,[ib_sm_sweep.c:1482]: No configuration change required
1139,-,1131567021,10/23/2008,cn519,12:10:21,cn519/cn519,ntpd,16839,"synchronized to 10.100.22.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
1140,-,1131567021,10/24/2008,cn926,12:10:21,cn926/cn926,ntpd,28225,"synchronized to 10.100.18.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
1141,-,1131567021,10/25/2008,tbird-admin1,12:10:21,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_B2] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
1142,-,1131567021,10/26/2008,tbird-admin1,12:10:21,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_B4] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
1143,-,1131567021,10/27/2008,tbird-admin1,12:10:21,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_C4] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
1144,-,1131567023,10/28/2008,tbird-admin1,12:10:23,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_C2] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
1145,-,1131567023,10/29/2008,tbird-admin1,12:10:23,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_D4] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
1146,-,1131567024,10/30/2008,bn955,12:10:24,bn955/bn955,ntpd,16532,"synchronized to 10.100.16.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
1147,-,1131567024,10/31/2008,tbird-admin1,12:10:24,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_A2] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
1148,-,1131567024,11/1/2008,tbird-admin1,12:10:24,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_D7] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
1149,-,1131567025,11/2/2008,tbird-admin1,12:10:25,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_C5] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
1150,-,1131567026,11/3/2008,bn508,12:10:26,bn508/bn508,ntpd,29337,"synchronized to 10.100.18.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
1151,-,1131567026,11/4/2008,cn993,12:10:26,cn993/cn993,ntpd,19213,"synchronized to 10.100.18.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
1152,-,1131567026,11/5/2008,tbird-admin1,12:10:26,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_B8] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
1153,-,1131567026,11/6/2008,tbird-admin1,12:10:26,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_D5] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
1154,-,1131567027,11/7/2008,bn816,12:10:27,bn816/bn816,ntpd,23184,"synchronized to 10.100.22.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
1155,-,1131567027,11/8/2008,tbird-admin1,12:10:27,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_B5] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
1156,-,1131567027,11/9/2008,tbird-admin1,12:10:27,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_C6] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
1157,-,1131567028,11/10/2008,tbird-admin1,12:10:28,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_B1] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
1158,-,1131567029,11/11/2008,dn82,12:10:29,dn82/dn82,ntpd,9313,"synchronized to 10.100.24.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
1159,-,1131567029,11/12/2008,tbird-admin1,12:10:29,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_D8] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
1160,-,1131567030,11/13/2008,tbird-admin1,12:10:30,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_A1] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
1161,-,1131567030,11/14/2008,tbird-sm1,12:10:30,src@tbird-sm1,ib_sm.x,24904,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************,E8,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************
1162,-,1131567031,11/15/2008,eadmin1,12:10:31,src@eadmin1,sendmail,7417,My unqualified host name (eadmin1) unknown; sleeping for retry,E75,My unqualified host name (<*>) unknown; sleeping for retry
1163,-,1131567032,11/16/2008,aadmin1,12:10:32,src@aadmin1,sendmail,19649,My unqualified host name (aadmin1) unknown; sleeping for retry,E75,My unqualified host name (<*>) unknown; sleeping for retry
1164,-,1131567032,11/17/2008,badmin1,12:10:32,src@badmin1,sendmail,14256,My unqualified host name (badmin1) unknown; sleeping for retry,E75,My unqualified host name (<*>) unknown; sleeping for retry
1165,-,1131567032,11/18/2008,dn451,12:10:32,dn451/dn451,ntpd,32290,"synchronized to 10.100.24.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
1166,-,1131567032,11/19/2008,tbird-admin1,12:10:32,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_A5] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
1167,-,1131567032,11/20/2008,tbird-admin1,12:10:32,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_B3] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
1168,-,1131567033,11/21/2008,cadmin1,12:10:33,src@cadmin1,sendmail,22479,My unqualified host name (cadmin1) unknown; sleeping for retry,E75,My unqualified host name (<*>) unknown; sleeping for retry
1169,-,1131567033,11/22/2008,cn770,12:10:33,cn770/cn770,ntpd,28162,"synchronized to 10.100.18.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
1170,-,1131567033,11/23/2008,dadmin1,12:10:33,src@dadmin1,sendmail,27337,My unqualified host name (dadmin1) unknown; sleeping for retry,E75,My unqualified host name (<*>) unknown; sleeping for retry
1171,-,1131567033,11/24/2008,tbird-admin1,12:10:33,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_A3] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
1172,-,1131567033,11/25/2008,tbird-admin1,12:10:33,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_A4] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
1173,-,1131567033,11/26/2008,tbird-admin1,12:10:33,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_A8] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
1174,-,1131567034,11/27/2008,dn652,12:10:34,dn652/dn652,ntpd,29930,"synchronized to 10.100.24.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
1175,-,1131567034,11/28/2008,tbird-sm1,12:10:34,src@tbird-sm1,ib_sm.x,24904,[ib_sm_sweep.c:1455]: No topology change,E6,[ib_sm_sweep.c:1455]: No topology change
1176,-,1131567034,11/29/2008,tbird-sm1,12:10:34,src@tbird-sm1,ib_sm.x,24904,[ib_sm_sweep.c:1482]: No configuration change required,E7,[ib_sm_sweep.c:1482]: No configuration change required
1177,-,1131567036,11/30/2008,tbird-admin1,12:10:36,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_B6] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
1178,-,1131567037,12/1/2008,cn729,12:10:37,cn729/cn729,ntpd,28377,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
1179,-,1131567040,12/2/2008,tbird-admin1,12:10:40,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_C8] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
1180,-,1131567042,12/3/2008,tbird-admin1,12:10:42,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_A6] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
1181,-,1131567043,12/4/2008,cn373,12:10:43,cn373/cn373,ntpd,10321,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
1182,-,1131567043,12/5/2008,tbird-admin1,12:10:43,local@tbird-admin1,#NAME?,,CentOS-4 (Kernel Module GPG key),E25,CentOS-<*> (Kernel Module GPG key)
1183,-,1131567043,12/6/2008,tbird-admin1,12:10:43,local@tbird-admin1,ACPI,,(supports S0 S4 S5),E4,(supports <*>)
1184,-,1131567043,12/7/2008,tbird-admin1,12:10:43,local@tbird-admin1,ACPI,,DSDT (v001 DELL PE BKC 0x00000001 MSFT 0x0100000e) @ 0x0000000000000000,E10,<*> (v001 DELL PE BKC <*> MSFT <*>) @ <*>
1185,-,1131567043,12/8/2008,tbird-admin1,12:10:43,local@tbird-admin1,ACPI,,FADT (v001 DELL PE BKC 0x00000001 MSFT 0x0100000a) @ 0x00000000000fd6b0,E10,<*> (v001 DELL PE BKC <*> MSFT <*>) @ <*>
1186,-,1131567043,12/9/2008,tbird-admin1,12:10:43,local@tbird-admin1,ACPI,,HPET (v001 DELL PE BKC 0x00000001 MSFT 0x0100000a) @ 0x00000000000fd81c,E10,<*> (v001 DELL PE BKC <*> MSFT <*>) @ <*>
1187,-,1131567043,12/10/2008,tbird-admin1,12:10:43,local@tbird-admin1,ACPI,,HPET id: 0xffffffff base: 0xfed00000,E50,HPET id: <*> base: <*>
1188,-,1131567043,12/11/2008,tbird-admin1,12:10:43,local@tbird-admin1,ACPI,,INT_SRC_OVR (bus 0 bus_irq 0 global_irq 2 dfl dfl),E55,INT_SRC_OVR (bus <*> bus_irq <*> global_irq <*> dfl dfl)
1189,-,1131567043,12/12/2008,tbird-admin1,12:10:43,local@tbird-admin1,ACPI,,INT_SRC_OVR (bus 0 bus_irq 9 global_irq 9 high level),E56,INT_SRC_OVR (bus <*> bus_irq <*> global_irq <*> high level)
1190,-,1131567043,12/13/2008,tbird-admin1,12:10:43,local@tbird-admin1,ACPI,,IOAPIC (id[0x08] address[0xfec00000] gsi_base[0]),E59,IOAPIC (id[<*>] address[<*>] gsi_base[<*>])
1191,-,1131567043,12/14/2008,tbird-admin1,12:10:43,local@tbird-admin1,ACPI,,IOAPIC (id[0x09] address[0xfec80000] gsi_base[32]),E59,IOAPIC (id[<*>] address[<*>] gsi_base[<*>])
1192,-,1131567043,12/15/2008,tbird-admin1,12:10:43,local@tbird-admin1,ACPI,,IOAPIC (id[0x0a] address[0xfec83000] gsi_base[64]),E59,IOAPIC (id[<*>] address[<*>] gsi_base[<*>])
1193,-,1131567043,12/16/2008,tbird-admin1,12:10:43,local@tbird-admin1,ACPI,,IRQ0 used by override.,E60,IRQ<*> used by override.
1194,-,1131567043,12/17/2008,tbird-admin1,12:10:43,local@tbird-admin1,ACPI,,IRQ2 used by override.,E60,IRQ<*> used by override.
1195,-,1131567043,12/18/2008,tbird-admin1,12:10:43,local@tbird-admin1,ACPI,,IRQ9 used by override.,E60,IRQ<*> used by override.
1196,-,1131567043,12/19/2008,tbird-admin1,12:10:43,local@tbird-admin1,ACPI,,Interpreter enabled,E58,Interpreter enabled
1197,-,1131567043,12/20/2008,tbird-admin1,12:10:43,local@tbird-admin1,ACPI,,LAPIC (acpi_id[0x01] lapic_id[0x00] enabled),E64,LAPIC (acpi_id[<*>] lapic_id[<*>] enabled)
1198,-,1131567043,12/21/2008,tbird-admin1,12:10:43,local@tbird-admin1,ACPI,,LAPIC (acpi_id[0x02] lapic_id[0x06] enabled),E64,LAPIC (acpi_id[<*>] lapic_id[<*>] enabled)
1199,-,1131567043,12/22/2008,tbird-admin1,12:10:43,local@tbird-admin1,ACPI,,LAPIC (acpi_id[0x03] lapic_id[0x01] enabled),E64,LAPIC (acpi_id[<*>] lapic_id[<*>] enabled)
1200,-,1131567043,12/23/2008,tbird-admin1,12:10:43,local@tbird-admin1,ACPI,,LAPIC (acpi_id[0x04] lapic_id[0x07] enabled),E64,LAPIC (acpi_id[<*>] lapic_id[<*>] enabled)
1201,-,1131567043,12/24/2008,tbird-admin1,12:10:43,local@tbird-admin1,ACPI,,LAPIC_NMI (acpi_id[0x01] high edge lint[0x1]),E65,LAPIC_NMI (acpi_id[<*>] high edge lint[<*>])
1202,-,1131567043,12/25/2008,tbird-admin1,12:10:43,local@tbird-admin1,ACPI,,LAPIC_NMI (acpi_id[0x02] high edge lint[0x1]),E65,LAPIC_NMI (acpi_id[<*>] high edge lint[<*>])
1203,-,1131567043,12/26/2008,tbird-admin1,12:10:43,local@tbird-admin1,ACPI,,LAPIC_NMI (acpi_id[0x03] high edge lint[0x1]),E65,LAPIC_NMI (acpi_id[<*>] high edge lint[<*>])
1204,-,1131567043,12/27/2008,tbird-admin1,12:10:43,local@tbird-admin1,ACPI,,LAPIC_NMI (acpi_id[0x04] high edge lint[0x1]),E65,LAPIC_NMI (acpi_id[<*>] high edge lint[<*>])
1205,-,1131567043,12/28/2008,tbird-admin1,12:10:43,local@tbird-admin1,ACPI,,Local APIC address 0xfee00000,E66,Local APIC address <*>
1206,-,1131567043,12/29/2008,tbird-admin1,12:10:43,local@tbird-admin1,ACPI,,MADT (v001 DELL PE BKC 0x00000001 MSFT 0x0100000a) @ 0x00000000000fd724,E10,<*> (v001 DELL PE BKC <*> MSFT <*>) @ <*>
1207,-,1131567043,12/30/2008,tbird-admin1,12:10:43,local@tbird-admin1,ACPI,,MCFG (v001 DELL PE BKC 0x00000001 MSFT 0x0100000a) @ 0x00000000000fd854,E10,<*> (v001 DELL PE BKC <*> MSFT <*>) @ <*>
1208,-,1131567043,12/31/2008,tbird-admin1,12:10:43,local@tbird-admin1,ACPI,,PCI Interrupt Link [LNKA] (IRQs 3 4 5 6 7 10 11 12) *14,E82,PCI Interrupt Link [<*>] (IRQs <*> <*> <*> <*> <*> <*> <*> <*>) *<*>
1209,-,1131567043,1/1/2009,tbird-admin1,12:10:43,local@tbird-admin1,ACPI,,PCI Interrupt Link [LNKB] (IRQs 3 4 5 6 7 10 *11 12),E83,PCI Interrupt Link [<*>] (IRQs <*> <*> <*> <*> <*> <*> *<*> <*>)
1210,-,1131567043,1/2/2009,tbird-admin1,12:10:43,local@tbird-admin1,ACPI,,PCI Interrupt Link [LNKC] (IRQs 3 4 5 6 7 10 11 12) *15,E82,PCI Interrupt Link [<*>] (IRQs <*> <*> <*> <*> <*> <*> <*> <*>) *<*>
1211,-,1131567043,1/3/2009,tbird-admin1,12:10:43,local@tbird-admin1,ACPI,,"PCI Interrupt Link [LNKD] (IRQs 3 4 5 6 7 10 11 12) *0, disabled.",E84,"PCI Interrupt Link [<*>] (IRQs <*> <*> <*> <*> <*> <*> <*> <*>) *<*>, disabled."
1212,-,1131567043,1/4/2009,tbird-admin1,12:10:43,local@tbird-admin1,ACPI,,"PCI Interrupt Link [LNKE] (IRQs 3 4 5 6 7 10 11 12) *0, disabled.",E84,"PCI Interrupt Link [<*>] (IRQs <*> <*> <*> <*> <*> <*> <*> <*>) *<*>, disabled."
1213,-,1131567043,1/5/2009,tbird-admin1,12:10:43,local@tbird-admin1,ACPI,,"PCI Interrupt Link [LNKF] (IRQs 3 4 5 6 7 10 11 12) *0, disabled.",E84,"PCI Interrupt Link [<*>] (IRQs <*> <*> <*> <*> <*> <*> <*> <*>) *<*>, disabled."
1214,-,1131567043,1/6/2009,tbird-admin1,12:10:43,local@tbird-admin1,ACPI,,"PCI Interrupt Link [LNKG] (IRQs 3 4 5 6 7 10 11 12) *0, disabled.",E84,"PCI Interrupt Link [<*>] (IRQs <*> <*> <*> <*> <*> <*> <*> <*>) *<*>, disabled."
1215,-,1131567043,1/7/2009,tbird-admin1,12:10:43,local@tbird-admin1,ACPI,,"PCI Interrupt Link [LNKH] (IRQs 3 4 5 6 7 10 11 12) *0, disabled.",E84,"PCI Interrupt Link [<*>] (IRQs <*> <*> <*> <*> <*> <*> <*> <*>) *<*>, disabled."
1216,-,1131567043,1/8/2009,tbird-admin1,12:10:43,local@tbird-admin1,ACPI,,PCI Interrupt Routing Table [\_SB_.PCI0.PALO.DOBA._PRT],E85,PCI Interrupt Routing Table [<*>]
1217,-,1131567043,1/9/2009,tbird-admin1,12:10:43,local@tbird-admin1,ACPI,,PCI Interrupt Routing Table [\_SB_.PCI0.PALO.DOBB._PRT],E85,PCI Interrupt Routing Table [<*>]
1218,-,1131567043,1/10/2009,tbird-admin1,12:10:43,local@tbird-admin1,ACPI,,PCI Interrupt Routing Table [\_SB_.PCI0.PALO._PRT],E85,PCI Interrupt Routing Table [<*>]
1219,-,1131567043,1/11/2009,tbird-admin1,12:10:43,local@tbird-admin1,ACPI,,PCI Interrupt Routing Table [\_SB_.PCI0.PBHI.PXB1._PRT],E85,PCI Interrupt Routing Table [<*>]
1220,-,1131567043,1/12/2009,tbird-admin1,12:10:43,local@tbird-admin1,ACPI,,PCI Interrupt Routing Table [\_SB_.PCI0.PBHI.PXB2._PRT],E85,PCI Interrupt Routing Table [<*>]
1221,-,1131567043,1/13/2009,tbird-admin1,12:10:43,local@tbird-admin1,ACPI,,PCI Interrupt Routing Table [\_SB_.PCI0.PBHI._PRT],E85,PCI Interrupt Routing Table [<*>]
1222,-,1131567043,1/14/2009,tbird-admin1,12:10:43,local@tbird-admin1,ACPI,,PCI Interrupt Routing Table [\_SB_.PCI0.PBLO._PRT],E85,PCI Interrupt Routing Table [<*>]
1223,-,1131567043,1/15/2009,tbird-admin1,12:10:43,local@tbird-admin1,ACPI,,PCI Interrupt Routing Table [\_SB_.PCI0.PICH._PRT],E85,PCI Interrupt Routing Table [<*>]
1224,-,1131567043,1/16/2009,tbird-admin1,12:10:43,local@tbird-admin1,ACPI,,PCI Interrupt Routing Table [\_SB_.PCI0.VPR0._PRT],E85,PCI Interrupt Routing Table [<*>]
1225,-,1131567043,1/17/2009,tbird-admin1,12:10:43,local@tbird-admin1,ACPI,,PCI Interrupt Routing Table [\_SB_.PCI0._PRT],E85,PCI Interrupt Routing Table [<*>]
1226,-,1131567043,1/18/2009,tbird-admin1,12:10:43,local@tbird-admin1,ACPI,,PCI Root Bridge [PCI0] (00:00),E86,PCI Root Bridge [PCI0] (<*>:<*>)
1227,-,1131567043,1/19/2009,tbird-admin1,12:10:43,local@tbird-admin1,ACPI,,"PCI interrupt 0000:00:02.0[A] -> GSI 16 (level, low) -> IRQ 169",E81,"PCI interrupt <*> -> GSI <*> (level, low) -> IRQ <*>"
1228,-,1131567043,1/20/2009,tbird-admin1,12:10:43,local@tbird-admin1,ACPI,,"PCI interrupt 0000:00:04.0[A] -> GSI 16 (level, low) -> IRQ 169",E81,"PCI interrupt <*> -> GSI <*> (level, low) -> IRQ <*>"
1229,-,1131567043,1/21/2009,tbird-admin1,12:10:43,local@tbird-admin1,ACPI,,"PCI interrupt 0000:00:05.0[A] -> GSI 16 (level, low) -> IRQ 169",E81,"PCI interrupt <*> -> GSI <*> (level, low) -> IRQ <*>"
1230,-,1131567043,1/22/2009,tbird-admin1,12:10:43,local@tbird-admin1,ACPI,,"PCI interrupt 0000:00:06.0[A] -> GSI 16 (level, low) -> IRQ 169",E81,"PCI interrupt <*> -> GSI <*> (level, low) -> IRQ <*>"
1231,-,1131567043,1/23/2009,tbird-admin1,12:10:43,local@tbird-admin1,ACPI,,"PCI interrupt 0000:02:0e.0[A] -> GSI 46 (level, low) -> IRQ 177",E81,"PCI interrupt <*> -> GSI <*> (level, low) -> IRQ <*>"
1232,-,1131567043,1/24/2009,tbird-admin1,12:10:43,local@tbird-admin1,ACPI,,"PCI interrupt 0000:02:0e.0[A] -> GSI 46 (level, low) -> IRQ 177",E81,"PCI interrupt <*> -> GSI <*> (level, low) -> IRQ <*>"
1233,-,1131567043,1/25/2009,tbird-admin1,12:10:43,local@tbird-admin1,ACPI,,"PCI interrupt 0000:06:07.0[A] -> GSI 64 (level, low) -> IRQ 185",E81,"PCI interrupt <*> -> GSI <*> (level, low) -> IRQ <*>"
1234,-,1131567043,1/26/2009,tbird-admin1,12:10:43,local@tbird-admin1,ACPI,,"PCI interrupt 0000:06:07.0[A] -> GSI 64 (level, low) -> IRQ 185",E81,"PCI interrupt <*> -> GSI <*> (level, low) -> IRQ <*>"
1235,-,1131567043,1/27/2009,tbird-admin1,12:10:43,local@tbird-admin1,ACPI,,"PCI interrupt 0000:07:08.0[A] -> GSI 65 (level, low) -> IRQ 193",E81,"PCI interrupt <*> -> GSI <*> (level, low) -> IRQ <*>"
1236,-,1131567043,1/28/2009,tbird-admin1,12:10:43,local@tbird-admin1,ACPI,,"PCI interrupt 0000:07:08.0[A] -> GSI 65 (level, low) -> IRQ 193",E81,"PCI interrupt <*> -> GSI <*> (level, low) -> IRQ <*>"
1237,-,1131567043,1/29/2009,tbird-admin1,12:10:43,local@tbird-admin1,ACPI,,"PCI interrupt 0000:09:0d.0[A] -> GSI 18 (level, low) -> IRQ 201",E81,"PCI interrupt <*> -> GSI <*> (level, low) -> IRQ <*>"
1238,-,1131567043,1/30/2009,tbird-admin1,12:10:43,local@tbird-admin1,ACPI,,Power Button (FF) [PWRF],E90,Power Button (FF) [PWRF]
1239,-,1131567043,1/31/2009,tbird-admin1,12:10:43,local@tbird-admin1,ACPI,,Processor [CPU0] (supports C1),E94,Processor [CPU<*>] (supports C1)
1240,-,1131567043,2/1/2009,tbird-admin1,12:10:43,local@tbird-admin1,ACPI,,Processor [CPU1] (supports C1),E94,Processor [CPU<*>] (supports C1)
1241,-,1131567043,2/2/2009,tbird-admin1,12:10:43,local@tbird-admin1,ACPI,,Processor [CPU2] (supports C1),E94,Processor [CPU<*>] (supports C1)
1242,-,1131567043,2/3/2009,tbird-admin1,12:10:43,local@tbird-admin1,ACPI,,Processor [CPU3] (supports C1),E94,Processor [CPU<*>] (supports C1)
1243,-,1131567043,2/4/2009,tbird-admin1,12:10:43,local@tbird-admin1,ACPI,,RSDP (v000 DELL ) @ 0x00000000000fd650,E112,RSDP (<*> DELL ) @ <*>
1244,-,1131567043,2/5/2009,tbird-admin1,12:10:43,local@tbird-admin1,ACPI,,RSDT (v001 DELL PE BKC 0x00000001 MSFT 0x0100000a) @ 0x00000000000fd664,E10,<*> (v001 DELL PE BKC <*> MSFT <*>) @ <*>
1245,-,1131567043,2/6/2009,tbird-admin1,12:10:43,local@tbird-admin1,ACPI,,SPCR (v001 DELL PE BKC 0x00000001 MSFT 0x0100000a) @ 0x00000000000fd7cc,E10,<*> (v001 DELL PE BKC <*> MSFT <*>) @ <*>
1246,-,1131567043,2/7/2009,tbird-admin1,12:10:43,local@tbird-admin1,ACPI,,Subsystem revision 20040816,E123,Subsystem revision <*>
1247,-,1131567043,2/8/2009,tbird-admin1,12:10:43,local@tbird-admin1,ACPI,,Using IOAPIC for interrupt routing,E139,Using IOAPIC for interrupt routing
1248,-,1131567043,2/9/2009,tbird-admin1,12:10:43,local@tbird-admin1,CPU0,,Intel(R) Xeon(TM) CPU 3.60GHz stepping 03,E57,Intel(R) Xeon(TM) CPU <*> stepping <*>
1249,-,1131567043,2/10/2009,tbird-admin1,12:10:43,local@tbird-admin1,CPU,,L2 cache: 2048K,E63,L2 cache: <*>K
1250,-,1131567043,2/11/2009,tbird-admin1,12:10:43,local@tbird-admin1,CPU,,L2 cache: 2048K,E63,L2 cache: <*>K
1251,-,1131567043,2/12/2009,tbird-admin1,12:10:43,local@tbird-admin1,CPU,,L2 cache: 2048K,E63,L2 cache: <*>K
1252,-,1131567043,2/13/2009,tbird-admin1,12:10:43,local@tbird-admin1,CPU,,L2 cache: 2048K,E63,L2 cache: <*>K
1253,-,1131567043,2/14/2009,tbird-admin1,12:10:43,local@tbird-admin1,CPU,,L2 cache: 2048K,E63,L2 cache: <*>K
1254,-,1131567043,2/15/2009,tbird-admin1,12:10:43,local@tbird-admin1,CPU,,Physical Processor ID: 0,E88,Physical Processor ID: <*>
1255,-,1131567043,2/16/2009,tbird-admin1,12:10:43,local@tbird-admin1,CPU,,Physical Processor ID: 0,E88,Physical Processor ID: <*>
1256,-,1131567043,2/17/2009,tbird-admin1,12:10:43,local@tbird-admin1,CPU,,Physical Processor ID: 0,E88,Physical Processor ID: <*>
1257,-,1131567043,2/18/2009,tbird-admin1,12:10:43,local@tbird-admin1,CPU,,Physical Processor ID: 3,E88,Physical Processor ID: <*>
1258,-,1131567043,2/19/2009,tbird-admin1,12:10:43,local@tbird-admin1,CPU,,Physical Processor ID: 3,E88,Physical Processor ID: <*>
1259,-,1131567043,2/20/2009,tbird-admin1,12:10:43,local@tbird-admin1,CPU,,"Trace cache: 12K uops, L1 D cache: 16K",E129,"Trace cache: <*> uops, L1 D cache: <*>"
